User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
3241.0,83.65,95.38,262.0,5.51,Highly Active,8.0
4752.0,81.35,97.36,4514.0,7.71,Highly Active,6.0
4735.0,81.35,100.0,1127.0,4.77,Active,3.0
4618.0,77.86,95.48,3118.0,6.61,Highly Active,5.0
1695.0,74.99,99.44,6177.0,6.31,Sedentary,2.0
2309.0,54.04,100.0,19619.0,5.19,Active,10.0
1056.0,80.84,100.0,5012.0,6.32,Sedentary,9.0
4805.0,85.98,99.34,1516.0,7.76,Sedentary,2.0
4374.0,80.23,96.4,20461.0,8.14,Active,6.0
4234.0,71.98,95.56,184.0,6.28,Highly Active,5.0
1018.0,83.86,94.23,7207.0,6.37,Sedentary,5.0
4441.0,78.55,100.0,2130.0,3.74,Highly Active,2.0
3311.0,85.65,99.74,9918.0,6.91,Active,2.0
3841.0,73.69,99.28,2816.0,6.1,Active,5.0
1112.0,53.59,93.24,3919.0,6.36,Highly Active,1.0
4559.0,72.32,99.26,10300.0,5.78,Active,3.0
4398.0,60.77,98.4,15967.0,5.08,Highly Active,3.0
1541.0,68.05,98.66,1411.0,5.19,Highly Active,2.0
3694.0,76.3,97.16,2460.0,5.48,Sedentary,8.0
1578.0,89.85,98.33,30.0,4.51,Sedentary,7.0
2088.0,84.99,95.91,13593.0,6.94,Active,4.0
4363.0,78.13,98.15,20579.0,7.34,Active,6.0
1024.0,93.72,95.45,2294.0,6.29,Sedentary,4.0
2572.0,75.71,95.45,3398.0,6.77,Highly Active,4.0
3048.0,78.04,99.69,3922.0,6.16,Highly Active,6.0
3958.0,69.31,99.45,3690.0,8.21,Active,7.0
2572.0,58.96,94.98,3493.0,6.58,Highly Active,9.0
1140.0,83.35,98.18,4522.0,6.92,Sedentary,10.0
2767.0,51.48,99.45,1169.0,7.71,Sedentary,1.0
1647.0,61.03,99.53,416.0,6.46,Sedentary,8.0
4972.0,77.66,100.0,8999.0,8.59,Sedentary,9.0
3235.0,62.27,96.07,13121.0,5.5,Sedentary,5.0
4199.0,75.27,97.39,11632.0,9.09,Highly Active,6.0
1200.0,77.21,98.87,6896.0,6.2,Sedentary,3.0
2455.0,66.6,98.34,24274.0,5.52,Highly Active,3.0
1256.0,75.83,99.71,11.0,4.15,Highly Active,8.0
4747.0,75.63,94.3,2695.0,7.81,Highly Active,4.0
3241.0,83.2,97.36,3012.0,6.72,Active,8.0
3750.0,44.54,99.57,11266.0,6.89,Highly Active,2.0
4175.0,103.18,100.0,3032.0,5.77,Sedentary,3.0
4606.0,83.01,98.65,5242.0,8.11,Active,8.0
4336.0,90.32,100.0,6662.0,7.18,Highly Active,10.0
1801.0,84.93,97.87,13068.0,5.22,Highly Active,10.0
1941.0,74.36,96.77,6697.0,4.48,Sedentary,4.0
4455.0,74.36,100.0,3361.0,7.67,Active,8.0
4331.0,74.63,97.66,8306.0,6.14,Sedentary,7.0
1413.0,87.54,96.51,5073.0,7.55,Highly Active,2.0
3014.0,62.66,100.0,5261.0,6.13,Active,10.0
2381.0,62.66,96.56,2857.0,6.82,Sedentary,9.0
2098.0,47.85,99.11,11.0,7.71,Active,7.0
4426.0,47.85,100.0,3079.0,4.25,Highly Active,5.0
4842.0,100.21,100.0,740.0,7.06,Active,7.0
1909.0,54.94,98.84,1550.0,3.43,Highly Active,2.0
1187.0,80.98,94.93,27703.0,6.5,Sedentary,3.0
4756.0,98.92,99.9,2298.0,7.98,Sedentary,6.0
3015.0,98.92,100.0,5111.0,6.5,Highly Active,2.0
2313.0,97.82,99.03,5579.0,8.59,Highly Active,9.0
3092.0,100.05,97.35,5747.0,5.54,Highly Active,4.0
4644.0,75.84,98.62,339.0,6.3,Highly Active,8.0
3130.0,82.13,96.98,10332.0,10.02,Active,9.0
2146.0,77.92,100.0,9174.0,7.28,Highly Active,3.0
1357.0,82.21,98.56,26465.0,8.13,Sedentary,3.0
2551.0,81.33,98.76,1429.0,7.73,Highly Active,1.0
2089.0,100.76,97.75,5649.0,4.42,Sedentary,8.0
3983.0,79.38,100.0,11401.0,6.95,Sedentary,10.0
2680.0,60.69,96.25,929.0,6.81,Sedentary,9.0
3422.0,83.94,100.0,10910.0,8.28,Highly Active,5.0
1161.0,83.94,98.16,2203.0,8.75,Sedentary,8.0
4817.0,62.67,98.52,2308.0,8.43,Highly Active,10.0
4451.0,62.06,96.18,20379.0,5.79,Active,1.0
4727.0,62.06,100.0,2637.0,4.34,Sedentary,7.0
4429.0,67.0,98.99,6143.0,7.25,Highly Active,4.0
4259.0,68.8,99.64,4060.0,6.37,Active,4.0
3369.0,68.08,96.95,570.0,4.92,Active,7.0
2903.0,78.68,100.0,21038.0,5.46,Highly Active,1.0
2497.0,91.55,96.85,1683.0,6.41,Active,2.0
2036.0,85.03,99.89,2181.0,6.89,Sedentary,4.0
3231.0,68.07,97.3,3315.0,5.67,Sedentary,2.0
3158.0,95.07,95.67,4832.0,6.48,Active,8.0
2950.0,88.04,95.67,1091.0,6.39,Highly Active,8.0
3555.0,89.89,95.76,6959.0,6.91,Highly Active,10.0
2313.0,89.4,97.93,5061.0,5.04,Sedentary,10.0
3342.0,67.28,100.0,2527.0,5.45,Sedentary,1.0
4522.0,61.2,100.0,8258.0,8.52,Highly Active,7.0
2238.0,89.86,97.56,12858.0,7.21,Highly Active,9.0
1631.0,55.27,98.57,27422.0,8.28,Highly Active,3.0
4965.0,55.27,94.75,488.0,8.23,Highly Active,1.0
2590.0,56.16,96.89,3636.0,6.95,Sedentary,9.0
4701.0,76.87,96.25,1864.0,4.35,Highly Active,7.0
3780.0,57.73,97.34,17860.0,9.91,Sedentary,4.0
4302.0,84.93,95.17,646.0,5.89,Sedentary,10.0
2588.0,75.68,98.21,3917.0,4.35,Sedentary,3.0
4878.0,44.36,94.84,1434.0,5.6,Sedentary,8.0
3368.0,74.72,96.82,8023.0,7.1,Active,4.0
3960.0,77.12,94.64,8545.0,4.63,Highly Active,6.0
4304.0,103.75,100.0,14418.0,5.61,Highly Active,10.0
2693.0,78.63,100.0,3681.0,4.34,Sedentary,5.0
1436.0,48.46,96.93,10445.0,8.66,Sedentary,1.0
3828.0,78.44,96.29,5583.0,8.66,Sedentary,4.0
2556.0,77.62,99.32,11709.0,4.32,Highly Active,7.0
4474.0,77.62,96.76,625.0,5.15,Active,2.0
2076.0,114.55,95.59,4358.0,5.53,Sedentary,4.0
4858.0,66.95,94.54,1142.0,6.53,Sedentary,1.0
4384.0,65.21,95.51,10936.0,5.13,Sedentary,1.0
2304.0,65.21,100.0,1160.0,5.95,Highly Active,1.0
3773.0,102.38,100.0,57.0,5.54,Highly Active,2.0
3078.0,85.07,96.99,18567.0,4.35,Active,4.0
3384.0,69.86,98.92,4640.0,5.13,Highly Active,5.0
1182.0,89.77,100.0,29488.0,5.34,Active,8.0
4094.0,101.91,95.41,4223.0,4.67,Sedentary,6.0
3591.0,63.47,98.48,6255.0,4.33,Sedentary,6.0
2469.0,59.99,94.47,9543.0,5.61,Active,2.0
4145.0,75.84,97.58,2307.0,7.8,Active,5.0
4081.0,79.52,99.56,998.0,6.28,Highly Active,7.0
4555.0,95.76,100.0,7575.0,1.73,Active,8.0
2479.0,67.97,99.29,5003.0,8.02,Sedentary,1.0
2589.0,81.03,93.5,12273.0,5.46,Highly Active,2.0
2587.0,98.35,95.78,323.0,8.66,Highly Active,7.0
1659.0,78.36,97.51,5509.0,7.71,Active,4.0
1159.0,69.07,98.52,1438.0,6.04,Highly Active,3.0
4953.0,83.55,98.37,6724.0,6.21,Highly Active,3.0
4085.0,70.04,96.6,10003.0,4.79,Active,9.0
4249.0,80.06,100.0,2136.0,7.48,Sedentary,3.0
3459.0,72.2,98.14,4602.0,7.48,Active,7.0
4949.0,72.83,95.74,3816.0,5.41,Active,6.0
2011.0,68.96,96.83,9842.0,5.6,Sedentary,10.0
1052.0,66.39,100.0,6412.0,9.46,Active,5.0
3455.0,89.91,100.0,900.0,6.63,Active,8.0
3894.0,77.85,99.86,26330.0,4.21,Sedentary,3.0
2045.0,94.11,98.64,17040.0,4.45,Highly Active,4.0
2053.0,41.24,96.02,6051.0,9.06,Highly Active,6.0
3750.0,67.2,97.85,10519.0,9.06,Highly Active,7.0
3307.0,63.89,96.69,141.0,4.92,Sedentary,6.0
2228.0,71.19,97.77,1575.0,7.01,Highly Active,9.0
4130.0,59.52,96.16,10223.0,5.25,Active,3.0
2494.0,50.89,99.1,786.0,3.62,Highly Active,2.0
3823.0,85.08,96.47,306.0,5.98,Sedentary,8.0
2489.0,66.1,96.67,6695.0,6.49,Highly Active,6.0
2035.0,83.33,98.89,244.0,4.15,Sedentary,4.0
4702.0,57.33,100.0,1416.0,4.61,Sedentary,3.0
2950.0,50.46,95.9,584.0,5.0,Sedentary,2.0
4361.0,78.62,96.63,5349.0,6.19,Sedentary,6.0
1849.0,84.49,98.12,7909.0,6.69,Highly Active,2.0
4831.0,65.77,97.04,1417.0,4.34,Highly Active,5.0
1353.0,65.77,93.6,4428.0,5.63,Highly Active,8.0
4710.0,93.74,100.0,143.0,5.79,Active,5.0
2098.0,74.14,95.89,2152.0,3.89,Highly Active,1.0
3920.0,60.03,98.65,1386.0,6.84,Sedentary,3.0
2739.0,52.54,99.5,1270.0,7.4,Sedentary,2.0
4632.0,64.67,95.8,1784.0,6.97,Highly Active,3.0
4662.0,69.09,98.56,11456.0,4.52,Sedentary,5.0
2464.0,86.44,99.3,20935.0,7.4,Highly Active,3.0
1990.0,74.75,93.92,8570.0,6.35,Sedentary,6.0
2264.0,72.97,97.64,525.0,7.97,Sedentary,8.0
4065.0,61.27,98.81,6925.0,7.22,Sedentary,3.0
2884.0,61.27,99.93,9273.0,6.97,Sedentary,2.0
4225.0,89.65,94.51,825.0,6.08,Sedentary,4.0
2809.0,88.45,98.2,2440.0,7.93,Sedentary,9.0
4797.0,274.3,98.65,2605.0,4.6,Highly Active,1.0
3341.0,40.0,99.48,5113.0,10.61,Sedentary,4.0
3256.0,78.04,99.44,982.0,3.59,Sedentary,4.0
4414.0,103.84,96.2,4118.0,4.71,Active,2.0
2111.0,66.29,99.86,9251.0,4.71,Active,5.0
1817.0,60.22,99.5,4325.0,4.06,Highly Active,5.0
2799.0,72.86,97.02,4325.0,7.6,Active,3.0
2960.0,62.08,97.86,11340.0,8.34,Sedentary,3.0
3437.0,61.14,99.65,3511.0,8.52,Highly Active,6.0
3372.0,78.98,100.0,3875.0,6.5,Sedentary,10.0
3987.0,87.37,97.64,3098.0,4.74,Highly Active,10.0
1888.0,79.11,98.78,2395.0,5.13,Highly Active,2.0
2855.0,57.81,100.0,6448.0,8.4,Sedentary,6.0
2180.0,64.96,96.98,1456.0,3.7,Active,3.0
1667.0,79.82,100.0,10264.0,6.5,Active,4.0
4722.0,84.86,96.26,4600.0,4.09,Sedentary,4.0
1632.0,71.88,97.66,15054.0,6.36,Active,8.0
3624.0,61.6,99.53,19566.0,5.57,Active,7.0
2642.0,86.62,100.0,3380.0,5.84,Highly Active,10.0
4730.0,102.19,98.42,1211.0,8.51,Active,6.0
1136.0,91.86,94.32,4926.0,5.69,Active,1.0
2946.0,91.86,97.61,2207.0,8.06,Active,6.0
2697.0,65.68,97.55,3892.0,5.42,Active,5.0
1427.0,90.47,97.75,3317.0,6.89,Active,9.0
2475.0,94.33,100.0,4191.0,6.31,Active,9.0
3659.0,67.69,95.77,4832.0,4.44,Sedentary,10.0
3958.0,60.58,97.66,27.0,6.11,Sedentary,9.0
1818.0,73.63,97.55,2074.0,5.91,Highly Active,2.0
3188.0,52.41,96.16,1306.0,7.51,Highly Active,8.0
2106.0,100.34,96.16,8676.0,3.72,Sedentary,6.0
3224.0,55.74,97.23,12500.0,5.26,Sedentary,7.0
1197.0,81.33,96.67,9056.0,7.15,Active,6.0
3671.0,41.05,97.02,25729.0,6.13,Sedentary,6.0
4639.0,105.68,96.84,563.0,4.32,Active,9.0
2995.0,93.74,96.08,4375.0,7.04,Highly Active,9.0
3738.0,51.09,96.44,16074.0,7.77,Sedentary,2.0
4492.0,79.58,96.44,2690.0,5.0,Highly Active,6.0
3448.0,71.38,100.0,11348.0,7.95,Active,2.0
4769.0,77.33,98.39,5775.0,5.61,Sedentary,1.0
1470.0,84.53,97.79,26896.0,5.97,Highly Active,1.0
3265.0,62.99,100.0,3246.0,5.7,Highly Active,7.0
2948.0,74.2,98.54,3779.0,8.02,Active,2.0
1928.0,47.86,99.23,1252.0,6.26,Active,8.0
4899.0,76.25,98.34,1217.0,7.66,Sedentary,6.0
3010.0,44.11,100.0,13813.0,5.77,Highly Active,4.0
4800.0,94.59,100.0,3661.0,7.04,Sedentary,7.0
3679.0,53.03,100.0,6782.0,4.87,Sedentary,8.0
3998.0,79.41,91.82,9767.0,8.0,Active,5.0
3222.0,102.96,96.91,21521.0,8.37,Highly Active,6.0
1022.0,101.6,100.0,19484.0,6.42,Active,9.0
4796.0,95.91,97.2,7979.0,6.64,Highly Active,7.0
4988.0,74.76,97.35,37385.0,9.93,Active,1.0
1234.0,91.73,97.04,19.0,9.93,Active,6.0
4084.0,79.14,97.36,65.0,6.79,Active,8.0
2124.0,80.42,97.96,489.0,4.67,Highly Active,6.0
1928.0,65.7,99.14,20117.0,5.37,Highly Active,9.0
4607.0,101.12,97.8,6499.0,7.68,Highly Active,6.0
4947.0,62.96,97.72,18391.0,6.0,Sedentary,3.0
1522.0,58.94,97.04,952.0,6.19,Sedentary,8.0
2808.0,81.11,98.47,228.0,4.88,Active,3.0
4523.0,48.12,94.26,5486.0,7.11,Highly Active,4.0
1430.0,76.76,94.54,1348.0,6.66,Active,5.0
1792.0,99.52,94.54,13754.0,7.57,Active,9.0
2629.0,81.23,99.24,3818.0,8.36,Highly Active,4.0
2736.0,75.47,94.66,10302.0,7.17,Highly Active,8.0
1532.0,62.4,99.91,5086.0,4.74,Highly Active,6.0
4923.0,52.47,98.23,5265.0,4.23,Sedentary,6.0
4026.0,87.95,95.81,8017.0,7.6,Highly Active,7.0
2746.0,75.42,99.02,2861.0,6.68,Active,5.0
2675.0,84.37,96.13,20811.0,9.13,Highly Active,10.0
2316.0,42.12,98.02,3581.0,6.54,Active,4.0
3857.0,85.98,96.97,3553.0,3.91,Active,8.0
1912.0,104.79,99.98,8603.0,3.91,Sedentary,10.0
2124.0,95.12,99.64,7079.0,5.37,Highly Active,2.0
2525.0,79.45,100.0,38278.0,9.11,Active,10.0
2327.0,59.33,100.0,13291.0,8.25,Highly Active,4.0
3918.0,76.83,99.47,2344.0,5.7,Highly Active,1.0
3587.0,77.31,98.58,750.0,6.21,Sedentary,9.0
2023.0,257.83,94.32,789.0,4.46,Sedentary,6.0
2576.0,68.71,98.07,3142.0,4.4,Sedentary,6.0
2378.0,106.48,98.07,4540.0,8.18,Sedentary,1.0
4374.0,60.51,95.47,4540.0,7.91,Highly Active,1.0
2519.0,60.51,99.54,13650.0,6.09,Active,10.0
2681.0,83.42,95.62,31922.0,9.26,Active,9.0
4839.0,107.71,98.94,3678.0,7.15,Sedentary,2.0
2997.0,70.48,97.62,3678.0,7.15,Active,1.0
1226.0,48.02,97.62,6427.0,6.83,Active,6.0
2259.0,42.95,97.29,5724.0,4.91,Active,1.0
1872.0,112.8,98.99,663.0,7.92,Sedentary,5.0
1891.0,46.36,97.36,856.0,7.93,Sedentary,6.0
2478.0,76.14,97.13,15372.0,6.86,Active,5.0
2036.0,52.31,98.78,7880.0,4.82,Active,4.0
3257.0,63.17,97.83,7949.0,8.13,Sedentary,9.0
3788.0,65.28,95.71,11804.0,6.5,Highly Active,1.0
1396.0,45.67,97.81,615.0,5.34,Active,2.0
2123.0,93.29,95.41,3759.0,7.37,Highly Active,5.0
3078.0,81.46,98.0,1983.0,5.89,Highly Active,2.0
3945.0,68.59,100.0,7568.0,5.02,Sedentary,2.0
4599.0,66.38,96.12,1694.0,8.58,Active,8.0
1648.0,91.33,99.69,8246.0,8.2,Highly Active,7.0
1328.0,76.35,99.23,3436.0,8.1,Sedentary,8.0
4237.0,106.29,94.93,4051.0,7.0,Sedentary,1.0
2482.0,68.29,98.21,11927.0,6.55,Active,1.0
4893.0,81.38,100.0,2996.0,9.11,Highly Active,6.0
1951.0,56.53,96.81,2076.0,8.65,Active,1.0
3005.0,68.5,96.72,13292.0,6.37,Active,5.0
3016.0,90.56,96.33,8095.0,10.57,Sedentary,6.0
4171.0,92.68,98.49,3621.0,6.31,Sedentary,5.0
3668.0,92.68,94.76,4832.0,7.08,Highly Active,10.0
2878.0,81.68,95.6,2992.0,8.59,Sedentary,2.0
2196.0,93.54,96.26,5608.0,7.06,Active,4.0
2772.0,84.36,94.2,1045.0,6.1,Sedentary,4.0
4976.0,52.29,96.2,5653.0,6.49,Sedentary,10.0
2751.0,71.53,97.31,3406.0,3.3,Sedentary,9.0
1775.0,57.82,100.0,5934.0,8.01,Sedentary,2.0
4334.0,90.82,100.0,1230.0,5.57,Sedentary,4.0
2827.0,91.67,98.9,572.0,4.77,Active,1.0
3321.0,59.77,100.0,5560.0,8.31,Highly Active,1.0
4074.0,91.68,97.86,512.0,7.07,Highly Active,7.0
2051.0,57.3,99.62,7570.0,6.5,Highly Active,3.0
3373.0,96.67,97.17,11275.0,6.31,Active,3.0
1939.0,72.58,99.29,31178.0,6.84,Active,10.0
4220.0,81.88,96.71,10265.0,6.05,Active,6.0
1539.0,96.74,94.25,25581.0,5.21,Active,10.0
3535.0,83.95,97.44,157.0,7.53,Active,3.0
1821.0,73.0,100.0,5729.0,6.86,Sedentary,6.0
2461.0,88.12,94.45,1260.0,9.08,Highly Active,8.0
2088.0,60.49,95.96,1969.0,3.15,Sedentary,7.0
1355.0,46.07,98.48,9284.0,8.27,Highly Active,1.0
4604.0,92.19,99.16,2040.0,5.92,Highly Active,2.0
4323.0,55.31,99.91,2040.0,5.78,Active,3.0
1234.0,88.83,100.0,3255.0,7.38,Sedentary,8.0
3274.0,77.12,97.99,608.0,5.17,Highly Active,7.0
2548.0,74.78,95.51,1109.0,5.83,Active,4.0
4384.0,60.82,99.94,1108.0,7.39,Sedentary,2.0
3096.0,68.25,96.27,1794.0,5.7,Highly Active,9.0
1117.0,75.2,96.07,14319.0,5.44,Highly Active,3.0
3101.0,77.98,100.0,2449.0,5.44,Sedentary,8.0
2673.0,61.45,97.35,2240.0,7.03,Sedentary,3.0
3612.0,86.15,98.51,943.0,4.69,Sedentary,1.0
2067.0,87.11,99.86,114.0,7.63,Sedentary,3.0
4886.0,82.26,98.19,1224.0,9.67,Sedentary,9.0
3100.0,68.42,98.19,8985.0,6.51,Highly Active,6.0
4657.0,87.89,100.0,24510.0,7.15,Highly Active,4.0
1557.0,84.32,96.06,9533.0,6.9,Sedentary,8.0
4596.0,45.69,98.3,13432.0,5.1,Sedentary,6.0
4748.0,78.17,98.78,10817.0,6.97,Highly Active,9.0
4173.0,104.0,93.65,2457.0,6.83,Sedentary,2.0
2815.0,89.58,96.58,9197.0,9.16,Highly Active,6.0
4841.0,92.3,95.46,9721.0,6.87,Highly Active,7.0
3005.0,64.48,99.79,2094.0,8.36,Highly Active,1.0
4920.0,76.88,98.19,17738.0,7.14,Sedentary,4.0
3915.0,72.25,97.68,43320.0,7.14,Sedentary,9.0
1397.0,74.97,97.68,5768.0,4.72,Sedentary,9.0
4209.0,67.29,100.0,2665.0,6.96,Highly Active,5.0
1674.0,56.47,97.77,3098.0,7.64,Sedentary,8.0
4992.0,75.97,98.6,6113.0,6.37,Sedentary,10.0
1386.0,63.29,96.37,55.0,5.55,Active,10.0
3158.0,83.79,99.76,2581.0,8.61,Active,5.0
3661.0,74.54,100.0,352.0,5.84,Sedentary,3.0
3064.0,46.09,94.73,6851.0,4.77,Highly Active,3.0
4851.0,95.73,96.95,6851.0,6.4,Active,1.0
4253.0,81.53,96.03,6259.0,6.62,Active,10.0
4607.0,69.95,98.27,20247.0,6.36,Active,10.0
1540.0,56.58,99.23,5348.0,3.96,Sedentary,3.0
1170.0,74.06,96.63,5681.0,7.14,Active,1.0
3456.0,85.22,97.82,5501.0,4.93,Active,4.0
1739.0,101.17,97.16,5202.0,5.93,Sedentary,8.0
2401.0,73.67,95.22,19513.0,5.48,Active,7.0
4259.0,75.73,95.7,6450.0,8.6,Highly Active,6.0
3905.0,92.89,94.09,4647.0,6.04,Active,1.0
3277.0,263.38,100.0,10180.0,5.23,Sedentary,1.0
4904.0,77.18,95.5,2027.0,9.64,Highly Active,2.0
4923.0,77.18,97.22,1492.0,9.19,Sedentary,9.0
1118.0,76.97,100.0,4049.0,9.19,Highly Active,9.0
4227.0,89.05,96.91,111.0,7.34,Active,9.0
3831.0,50.22,99.71,2432.0,5.2,Active,3.0
4758.0,91.67,97.15,3814.0,8.13,Highly Active,8.0
3512.0,80.4,98.56,6051.0,7.05,Active,9.0
3151.0,77.1,97.46,5485.0,5.54,Sedentary,10.0
3745.0,63.14,100.0,2943.0,5.8,Sedentary,4.0
2995.0,54.9,99.97,9.0,4.22,Highly Active,10.0
4866.0,59.63,97.55,14907.0,8.55,Active,1.0
4573.0,82.99,96.12,1841.0,3.78,Active,8.0
4764.0,67.58,96.26,3102.0,9.73,Sedentary,6.0
2705.0,61.9,97.36,143.0,6.18,Active,4.0
2722.0,60.34,96.08,22000.0,7.18,Sedentary,1.0
3222.0,77.62,97.94,4776.0,7.3,Highly Active,1.0
4805.0,74.59,100.0,165.0,5.02,Active,7.0
3792.0,53.72,96.94,2025.0,6.18,Active,2.0
2697.0,54.22,100.0,14799.0,6.35,Sedentary,9.0
2444.0,67.1,95.79,3298.0,5.59,Sedentary,3.0
4205.0,88.77,100.0,8185.0,8.06,Highly Active,6.0
4462.0,68.61,100.0,6661.0,4.69,Active,5.0
2759.0,52.85,100.0,4470.0,6.8,Highly Active,3.0
2524.0,73.7,98.87,12538.0,3.93,Active,4.0
1664.0,75.57,97.85,288.0,6.86,Highly Active,8.0
1032.0,52.72,99.85,17047.0,6.75,Active,1.0
3102.0,52.72,98.3,8862.0,9.36,Sedentary,9.0
3566.0,86.16,98.21,13951.0,5.58,Sedentary,4.0
3803.0,56.54,96.06,120.0,6.25,Sedentary,4.0
4896.0,86.79,96.13,620.0,6.14,Sedentary,2.0
4709.0,51.8,99.01,1614.0,9.02,Highly Active,5.0
3059.0,52.36,97.29,6302.0,5.64,Active,8.0
2551.0,75.35,99.47,679.0,6.84,Sedentary,1.0
1719.0,63.68,99.91,18771.0,6.06,Active,3.0
3602.0,66.98,95.28,9665.0,6.27,Active,7.0
3420.0,77.27,96.56,11537.0,6.52,Highly Active,6.0
1483.0,66.54,96.43,6137.0,8.15,Highly Active,9.0
1972.0,60.78,100.0,6978.0,8.68,Active,10.0
4718.0,82.36,97.72,1749.0,4.42,Active,9.0
4299.0,77.71,98.7,16859.0,7.67,Sedentary,5.0
3670.0,75.65,96.42,7327.0,8.38,Active,7.0
1306.0,74.73,98.11,3786.0,7.01,Highly Active,3.0
1456.0,62.97,96.86,14940.0,8.28,Active,4.0
3207.0,59.84,94.4,13957.0,4.63,Sedentary,10.0
1330.0,69.83,96.8,13957.0,7.26,Active,2.0
3823.0,63.22,98.46,18117.0,8.37,Sedentary,9.0
1224.0,74.81,100.0,3162.0,5.55,Highly Active,6.0
4030.0,69.13,95.42,3839.0,4.57,Sedentary,9.0
3776.0,75.27,97.79,624.0,8.21,Active,3.0
4575.0,73.61,98.5,14702.0,5.87,Active,9.0
2479.0,101.48,99.66,5424.0,5.63,Active,3.0
4116.0,54.21,97.26,16529.0,3.68,Active,9.0
4285.0,72.19,96.87,10625.0,5.73,Highly Active,8.0
2082.0,58.38,99.49,15978.0,5.45,Active,6.0
1643.0,67.75,99.43,20730.0,3.8,Sedentary,7.0
1615.0,62.74,99.75,15195.0,5.62,Sedentary,7.0
1194.0,84.58,99.36,1649.0,8.28,Highly Active,6.0
4996.0,52.89,94.83,509.0,7.01,Active,10.0
1488.0,86.71,99.47,6778.0,4.04,Sedentary,9.0
3204.0,82.95,98.3,1179.0,7.08,Active,9.0
3657.0,105.83,93.53,13920.0,7.59,Sedentary,1.0
2249.0,102.05,99.21,20623.0,6.66,Highly Active,4.0
3459.0,63.03,97.13,905.0,6.45,Active,2.0
4276.0,93.55,100.0,1883.0,5.31,Sedentary,10.0
2102.0,70.13,97.53,6870.0,7.13,Active,10.0
2147.0,79.57,99.15,6870.0,7.38,Sedentary,6.0
3518.0,100.8,98.97,5027.0,6.92,Sedentary,7.0
1515.0,75.84,100.0,2557.0,6.19,Sedentary,10.0
2625.0,45.79,96.37,7676.0,4.54,Highly Active,9.0
2127.0,88.32,96.16,9553.0,6.5,Active,9.0
1392.0,106.54,100.0,2386.0,3.67,Sedentary,4.0
1630.0,83.6,100.0,2762.0,5.9,Active,1.0
4716.0,95.52,100.0,4314.0,5.12,Sedentary,1.0
2847.0,92.13,95.75,4188.0,6.35,Highly Active,1.0
3655.0,64.4,99.34,12945.0,6.3,Sedentary,3.0
1979.0,79.86,98.88,4020.0,5.07,Sedentary,2.0
1433.0,82.41,100.0,26848.0,8.1,Highly Active,9.0
4402.0,82.41,100.0,2607.0,6.3,Active,5.0
4214.0,96.67,99.49,8262.0,8.33,Highly Active,9.0
4871.0,67.43,99.05,9959.0,4.75,Sedentary,10.0
3587.0,71.75,98.0,6967.0,4.88,Active,5.0
1277.0,71.05,98.05,3202.0,4.84,Sedentary,7.0
1232.0,75.56,99.8,2083.0,7.28,Active,3.0
2552.0,118.95,99.18,6489.0,9.12,Sedentary,5.0
2594.0,65.9,99.17,7524.0,6.04,Active,9.0
2113.0,51.81,97.86,2085.0,3.03,Active,8.0
4563.0,77.45,95.25,2871.0,7.21,Highly Active,5.0
4270.0,62.05,96.74,13867.0,7.5,Active,2.0
3409.0,62.05,96.87,11644.0,4.95,Active,8.0
4512.0,84.3,98.48,1422.0,7.35,Sedentary,7.0
1025.0,58.69,100.0,18959.0,7.72,Active,9.0
4096.0,69.54,97.85,6923.0,3.43,Active,9.0
2417.0,79.39,96.26,4807.0,8.17,Highly Active,5.0
3554.0,63.32,94.41,1570.0,8.27,Highly Active,9.0
4372.0,74.41,97.13,9170.0,6.5,Active,6.0
4410.0,79.39,96.05,17750.0,7.47,Highly Active,7.0
3314.0,73.26,99.66,470.0,9.46,Highly Active,2.0
1460.0,77.35,99.39,5149.0,5.51,Sedentary,5.0
4764.0,80.35,96.45,14677.0,8.24,Active,6.0
3503.0,64.9,98.69,21333.0,6.87,Sedentary,3.0
4431.0,52.98,98.2,524.0,4.79,Active,2.0
2091.0,59.47,95.96,10960.0,3.77,Highly Active,10.0
2006.0,57.03,98.76,2313.0,7.58,Sedentary,10.0
3910.0,93.49,98.15,5459.0,4.54,Highly Active,9.0
4483.0,48.96,99.66,10719.0,7.95,Active,2.0
2994.0,84.42,97.81,5514.0,3.22,Sedentary,2.0
1490.0,64.73,100.0,816.0,6.72,Sedentary,2.0
4904.0,90.53,96.85,6250.0,6.02,Active,7.0
2072.0,68.67,95.22,877.0,9.02,Sedentary,2.0
4758.0,75.46,98.42,2988.0,6.84,Highly Active,8.0
3611.0,82.76,100.0,5719.0,7.42,Active,6.0
4173.0,82.76,95.79,33304.0,5.85,Sedentary,5.0
1215.0,66.45,97.49,9086.0,6.23,Highly Active,7.0
4509.0,65.75,99.18,2530.0,8.08,Active,9.0
2723.0,82.67,93.58,14644.0,6.52,Active,9.0
2592.0,51.19,100.0,1795.0,5.12,Active,4.0
3606.0,49.24,98.55,3391.0,8.21,Sedentary,8.0
1158.0,80.5,97.17,7289.0,9.03,Active,1.0
3536.0,85.04,99.69,3700.0,8.75,Active,3.0
1685.0,80.01,98.08,9154.0,8.44,Highly Active,2.0
2038.0,73.53,96.97,7361.0,6.08,Active,2.0
